model,attack,density,comparison,metric,n_images,mean_a,mean_b,mean_difference,ci_95_low,ci_95_high,ci_excludes_zero,bootstrap_samples,bootstrap_seed
3k_gaussian_blur,mean,0.1,O150 -> O300,ssim_attack,300,0.4235330100357533,0.42983565643429755,0.0063026463985443116,0.0052090416252613065,0.0075132635074357185,True,10000,42
3k_gaussian_blur,mean,0.1,O150 -> O300,psnr_final,300,14.324939343134561,14.275397760073345,-0.04954158306121826,-0.05923993806044261,-0.04060173364480337,True,10000,42
3k_gaussian_blur,mean,0.1,O150 -> O300,ssim_final,300,0.4353899674117565,0.442712645928065,0.0073226785163084665,0.006094129169980685,0.008653958305716514,True,10000,42
3k_gaussian_blur,mean,0.3,Random -> O150,ber,300,0.4266666666666667,0.3846666666666667,-0.041999999999999996,-0.05022499999999998,-0.03399999999999999,True,10000,42
3k_gaussian_blur,mean,0.3,Random -> O150,psnr_attack,300,15.713592418034871,15.68162805557251,-0.03196436246236165,-0.11258788069089253,0.048769727230071995,False,10000,42
3k_gaussian_blur,mean,0.3,Random -> O150,ssim_attack,300,0.33218549109995366,0.47706843142708144,0.14488294032712778,0.13624570220212143,0.15337134994007648,True,10000,42
3k_gaussian_blur,mean,0.3,Random -> O150,psnr_final,300,15.67004316965739,15.650208511352538,-0.01983465830485026,-0.09976991907755534,0.05958685715993244,False,10000,42
3k_gaussian_blur,mean,0.3,Random -> O150,ssim_final,300,0.32369816914200783,0.4783483427762985,0.1546501736342907,0.1456828408818692,0.1634273288473487,True,10000,42
3k_gaussian_blur,mean,0.3,Random -> O300,ber,300,0.4266666666666667,0.3824444444444444,-0.04422222222222222,-0.052666666666666626,-0.035888888888888894,True,10000,42
3k_gaussian_blur,mean,0.3,Random -> O300,psnr_attack,300,15.713592418034871,15.665661052068074,-0.047931365966796875,-0.13096279033025104,0.034374603827794385,False,10000,42
3k_gaussian_blur,mean,0.3,Random -> O300,ssim_attack,300,0.33218549109995366,0.48214108606179557,0.1499555949618419,0.14102608321979643,0.15877896109471717,True,10000,42
3k_gaussian_blur,mean,0.3,Random -> O300,psnr_final,300,15.67004316965739,15.634048566818237,-0.03599460283915202,-0.11799888626734416,0.04476895236968994,False,10000,42
3k_gaussian_blur,mean,0.3,Random -> O300,ssim_final,300,0.32369816914200783,0.48420439526438713,0.1605062261223793,0.15131238364614547,0.16955908409009376,True,10000,42
3k_gaussian_blur,mean,0.3,O150 -> O300,ber,300,0.3846666666666667,0.3824444444444444,-0.002222222222222222,-0.00722222222222222,0.002666666666666668,False,10000,42
3k_gaussian_blur,mean,0.3,O150 -> O300,psnr_attack,300,15.68162805557251,15.665661052068074,-0.01596700350443522,-0.019678874333699546,-0.012564632336298625,True,10000,42
3k_gaussian_blur,mean,0.3,O150 -> O300,ssim_attack,300,0.47706843142708144,0.48214108606179557,0.005072654634714127,0.004067090665300688,0.006169160972038905,True,10000,42
3k_gaussian_blur,mean,0.3,O150 -> O300,psnr_final,300,15.650208511352538,15.634048566818237,-0.016159944534301758,-0.019849054733912148,-0.012759915351867678,True,10000,42
3k_gaussian_blur,mean,0.3,O150 -> O300,ssim_final,300,0.4783483427762985,0.48420439526438713,0.005856052488088608,0.004752885064731042,0.0070701986253261535,True,10000,42
3k_gaussian_blur,telea,0.1,Random -> O150,ber,300,0.42633333333333334,0.42466666666666664,-0.0016666666666666668,-0.009444444444444436,0.005999999999999996,False,10000,42
3k_gaussian_blur,telea,0.1,Random -> O150,psnr_attack,300,21.800865875879925,23.550599699020385,1.7497338231404622,1.6229823541641235,1.8825125314394633,True,10000,42
3k_gaussian_blur,telea,0.1,Random -> O150,ssim_attack,300,0.5866116428375244,0.663534362812837,0.07692271997531255,0.07183284690231086,0.08227316684772572,True,10000,42
3k_gaussian_blur,telea,0.1,Random -> O150,psnr_final,300,21.65253850618998,23.416989345550537,1.764450839360555,1.6394049152533212,1.8943764417966207,True,10000,42
3k_gaussian_blur,telea,0.1,Random -> O150,ssim_final,300,0.5917284588019053,0.6763429312904676,0.08461447248856227,0.07925237182776133,0.09018957161158324,True,10000,42
3k_gaussian_blur,telea,0.1,Random -> O300,ber,300,0.42633333333333334,0.42333333333333334,-0.0029999999999999996,-0.01055555555555556,0.004555555555555558,False,10000,42
3k_gaussian_blur,telea,0.1,Random -> O300,psnr_attack,300,21.800865875879925,23.598554191589354,1.7976883157094319,1.6738812644481658,1.9259714239438375,True,10000,42
3k_gaussian_blur,telea,0.1,Random -> O300,ssim_attack,300,0.5866116428375244,0.66411857376496,0.07750693092743556,0.07232350343217452,0.08291915506124496,True,10000,42
3k_gaussian_blur,telea,0.1,Random -> O300,psnr_final,300,21.65253850618998,23.47040491104126,1.8178664048512776,1.6962269752820331,1.944358396132787,True,10000,42
3k_gaussian_blur,telea,0.1,Random -> O300,ssim_final,300,0.5917284588019053,0.6777332638700803,0.086004805068175,0.08070208169271549,0.09155609329541524,True,10000,42
3k_gaussian_blur,telea,0.1,O150 -> O300,ber,300,0.42466666666666664,0.42333333333333334,-0.001333333333333333,-0.008111111111111112,0.005444444444444442,False,10000,42
3k_gaussian_blur,telea,0.1,O150 -> O300,psnr_attack,300,23.550599699020385,23.598554191589354,0.04795449256896973,0.024461142619450888,0.07198974068959554,True,10000,42
3k_gaussian_blur,telea,0.1,O150 -> O300,ssim_attack,300,0.663534362812837,0.66411857376496,0.0005842109521230061,-0.0001952444016933441,0.0013871493538220724,False,10000,42
3k_gaussian_blur,telea,0.1,O150 -> O300,psnr_final,300,23.416989345550537,23.47040491104126,0.053415565490722655,0.02994488302866618,0.07701741059621174,True,10000,42
3k_gaussian_blur,telea,0.1,O150 -> O300,ssim_final,300,0.6763429312904676,0.6777332638700803,0.001390332579612732,0.0006005419169863066,0.0021907431259751316,True,10000,42
3k_gaussian_blur,telea,0.3,Random -> O150,ber,300,0.2454444444444444,0.24088888888888893,-0.004555555555555554,-0.012111111111111109,0.0032222222222222183,False,10000,42
3k_gaussian_blur,telea,0.3,Random -> O150,psnr_attack,300,24.195047210057577,29.40357116063436,5.208523950576782,4.992664384762446,5.425205221494039,True,10000,42
3k_gaussian_blur,telea,0.3,Random -> O150,ssim_attack,300,0.7298529815673828,0.8472602514425913,0.11740726987520854,0.11187188617885113,0.12306120605766772,True,10000,42
3k_gaussian_blur,telea,0.3,Random -> O150,psnr_final,300,23.86017605781555,28.583931776682537,4.723755718866984,4.540149017175038,4.90702026549975,True,10000,42
3k_gaussian_blur,telea,0.3,Random -> O150,ssim_final,300,0.7157606047391891,0.8505272885163625,0.13476668377717335,0.12910868042707443,0.1404648619890213,True,10000,42
3k_gaussian_blur,telea,0.3,Random -> O300,ber,300,0.2454444444444444,0.242,-0.003444444444444444,-0.010555555555555554,0.003666666666666668,False,10000,42
3k_gaussian_blur,telea,0.3,Random -> O300,psnr_attack,300,24.195047210057577,29.354564698537192,5.159517488479614,4.94061066365242,5.377026648839315,True,10000,42
3k_gaussian_blur,telea,0.3,Random -> O300,ssim_attack,300,0.7298529815673828,0.8462572505076726,0.11640426894028981,0.11086674909293652,0.1220965389708678,True,10000,42
3k_gaussian_blur,telea,0.3,Random -> O300,psnr_final,300,23.86017605781555,28.5468031056722,4.686627047856649,4.500103192726772,4.8719036259651185,True,10000,42
3k_gaussian_blur,telea,0.3,Random -> O300,ssim_final,300,0.7157606047391891,0.8499256726106008,0.13416506787141164,0.12849186001718046,0.13985341305037338,True,10000,42
3k_gaussian_blur,telea,0.3,O150 -> O300,ber,300,0.24088888888888893,0.242,0.0011111111111111107,-0.003999999999999999,0.00611111111111111,False,10000,42
3k_gaussian_blur,telea,0.3,O150 -> O300,psnr_attack,300,29.40357116063436,29.354564698537192,-0.04900646209716797,-0.0656753478050232,-0.03267201042175294,True,10000,42
3k_gaussian_blur,telea,0.3,O150 -> O300,ssim_attack,300,0.8472602514425913,0.8462572505076726,-0.0010030009349187214,-0.001346864735086759,-0.0006880915164947511,True,10000,42
3k_gaussian_blur,telea,0.3,O150 -> O300,psnr_final,300,28.583931776682537,28.5468031056722,-0.03712867101033528,-0.05189206409454345,-0.022059716383616132,True,10000,42
3k_gaussian_blur,telea,0.3,O150 -> O300,ssim_final,300,0.8505272885163625,0.8499256726106008,-0.0006016159057617188,-0.0009297609776258469,-0.00028308361272017164,True,10000,42
3k_gaussian_blur,navier,0.1,Random -> O150,ber,300,0.3897777777777778,0.4075555555555556,0.01777777777777778,0.008444444444444442,0.02700277777777774,True,10000,42
3k_gaussian_blur,navier,0.1,Random -> O150,psnr_attack,300,21.641283842722576,24.373173996607463,2.731890153884888,2.5559274619420367,2.9127374281883243,True,10000,42
3k_gaussian_blur,navier,0.1,Random -> O150,ssim_attack,300,0.5901580771803856,0.6686079983909925,0.0784499212106069,0.07377079833050569,0.08319282137354214,True,10000,42
3k_gaussian_blur,navier,0.1,Random -> O150,psnr_final,300,21.48640155474345,24.224379212061564,2.7379776573181154,2.569265725215276,2.912699864387512,True,10000,42
3k_gaussian_blur,navier,0.1,Random -> O150,ssim_final,300,0.5912503621975581,0.6814337487022082,0.09018338650465012,0.08536265208572148,0.09509698876490195,True,10000,42
3k_gaussian_blur,navier,0.1,Random -> O300,ber,300,0.3897777777777778,0.40088888888888885,0.011111111111111113,0.002222222222222223,0.019888888888888893,True,10000,42
3k_gaussian_blur,navier,0.1,Random -> O300,psnr_attack,300,21.641283842722576,24.520981225967407,2.8796973832448325,2.7026100006103517,3.060237102985382,True,10000,42
3k_gaussian_blur,navier,0.1,Random -> O300,ssim_attack,300,0.5901580771803856,0.6705574318766594,0.08039935469627381,0.0757099357371529,0.08514211787531772,True,10000,42
3k_gaussian_blur,navier,0.1,Random -> O300,psnr_final,300,21.48640155474345,24.37595224380493,2.889550689061483,2.7190296355088552,3.064262449502945,True,10000,42
3k_gaussian_blur,navier,0.1,Random -> O300,ssim_final,300,0.5912503621975581,0.6843874442577362,0.09313708206017812,0.08833253284047048,0.09796472563470403,True,10000,42
3k_gaussian_blur,navier,0.1,O150 -> O300,ber,300,0.4075555555555556,0.40088888888888885,-0.006666666666666665,-0.014666666666666661,0.0010000000000000018,False,10000,42
3k_gaussian_blur,navier,0.1,O150 -> O300,psnr_attack,300,24.373173996607463,24.520981225967407,0.14780722935994467,0.1243726704120636,0.1712699006398519,True,10000,42
3k_gaussian_blur,navier,0.1,O150 -> O300,ssim_attack,300,0.6686079983909925,0.6705574318766594,0.0019494334856669107,0.0012073591103156408,0.0026980311696728067,True,10000,42
3k_gaussian_blur,navier,0.1,O150 -> O300,psnr_final,300,24.224379212061564,24.37595224380493,0.1515730317433675,0.12779545958836871,0.17591882348060606,True,10000,42
3k_gaussian_blur,navier,0.1,O150 -> O300,ssim_final,300,0.6814337487022082,0.6843874442577362,0.0029536955555280048,0.002160329322020213,0.003764398535092671,True,10000,42
3k_gaussian_blur,navier,0.3,Random -> O150,ber,300,0.1612222222222222,0.18544444444444444,0.02422222222222222,0.01633333333333333,0.032444444444444435,True,10000,42
3k_gaussian_blur,navier,0.3,Random -> O150,psnr_attack,300,24.8291521135966,31.43343694051107,6.604284826914469,6.363394163608551,6.843350675741831,True,10000,42
3k_gaussian_blur,navier,0.3,Random -> O150,ssim_attack,300,0.7657591695586841,0.8702244106928507,0.10446524113416672,0.09846064900110164,0.11057585348685582,True,10000,42
3k_gaussian_blur,navier,0.3,Random -> O150,psnr_final,300,24.398089237213135,30.149303690592447,5.751214453379313,5.546219766139984,5.958705376625061,True,10000,42
3k_gaussian_blur,navier,0.3,Random -> O150,ssim_final,300,0.7427005218466123,0.8697009366750718,0.12700041482845942,0.12094457767903805,0.13308225436757007,True,10000,42
3k_gaussian_blur,navier,0.3,Random -> O300,ber,300,0.1612222222222222,0.18855555555555553,0.027333333333333338,0.0198861111111111,0.034777777777777776,True,10000,42
3k_gaussian_blur,navier,0.3,Random -> O300,psnr_attack,300,24.8291521135966,31.439260533650717,6.610108420054118,6.369306779066722,6.849938815752665,True,10000,42
3k_gaussian_blur,navier,0.3,Random -> O300,ssim_attack,300,0.7657591695586841,0.870118392308553,0.10435922274986903,0.09841765754918257,0.11043656895558039,True,10000,42
3k_gaussian_blur,navier,0.3,Random -> O300,psnr_final,300,24.398089237213135,30.15769993464152,5.759610697428386,5.554243307908376,5.966338430722554,True,10000,42
3k_gaussian_blur,navier,0.3,Random -> O300,ssim_final,300,0.7427005218466123,0.8699699328343073,0.12726941098769506,0.12124913572520017,0.133345989557604,True,10000,42
3k_gaussian_blur,navier,0.3,O150 -> O300,ber,300,0.18544444444444444,0.18855555555555553,0.003111111111111112,-0.002222222222222222,0.008222222222222221,False,10000,42
3k_gaussian_blur,navier,0.3,O150 -> O300,psnr_attack,300,31.43343694051107,31.439260533650717,0.005823593139648437,-0.009908237775166829,0.021083114782969155,False,10000,42
3k_gaussian_blur,navier,0.3,O150 -> O300,ssim_attack,300,0.8702244106928507,0.870118392308553,-0.0001060183842976888,-0.0004115202724933624,0.0001973487138748168,False,10000,42
3k_gaussian_blur,navier,0.3,O150 -> O300,psnr_final,300,30.149303690592447,30.15769993464152,0.008396244049072266,-0.004859205722808838,0.02184495210647583,False,10000,42
3k_gaussian_blur,navier,0.3,O150 -> O300,ssim_final,300,0.8697009366750718,0.8699699328343073,0.0002689961592356364,-5.2158693472544353e-05,0.0005947783390680948,False,10000,42
3k_haar_wavelet,diffusion,0.1,Random -> O150,ber,300,0.42866666666666664,0.38666666666666666,-0.042,-0.05066666666666663,-0.03355555555555554,True,10000,42
3k_haar_wavelet,diffusion,0.1,Random -> O150,psnr_attack,300,21.956230916976928,25.924301986694335,3.968071069717407,3.7910561798413593,4.147048485676448,True,10000,42
3k_haar_wavelet,diffusion,0.1,Random -> O150,ssim_attack,300,0.5958279885848363,0.7268717441956202,0.1310437556107839,0.12513152885933715,0.13693716284632684,True,10000,42
3k_haar_wavelet,diffusion,0.1,Random -> O150,psnr_final,300,22.038891220092772,25.806188259124756,3.767297039031982,3.595564078251521,3.9409592512448626,True,10000,42
3k_haar_wavelet,diffusion,0.1,Random -> O150,ssim_final,300,0.6170407340923945,0.7671819191177686,0.1501411850253741,0.14455238998681305,0.1557639422491193,True,10000,42
3k_haar_wavelet,diffusion,0.1,Random -> O300,ber,300,0.42866666666666664,0.38722222222222225,-0.041444444444444443,-0.050333333333333286,-0.03233333333333333,True,10000,42
3k_haar_wavelet,diffusion,0.1,Random -> O300,psnr_attack,300,21.956230916976928,24.617704168955484,2.661473251978556,2.527070816040039,2.7979606673717496,True,10000,42
3k_haar_wavelet,diffusion,0.1,Random -> O300,ssim_attack,300,0.5958279885848363,0.7095113907257716,0.11368340214093527,0.10641111619273821,0.12091243321696918,True,10000,42
3k_haar_wavelet,diffusion,0.1,Random -> O300,psnr_final,300,22.038891220092772,24.489564622243247,2.450673402150472,2.305655446688334,2.5927479658921557,True,10000,42
3k_haar_wavelet,diffusion,0.1,Random -> O300,ssim_final,300,0.6170407340923945,0.7478842447201411,0.13084351062774657,0.12402430169284344,0.13756289654225112,True,10000,42
3k_haar_wavelet,diffusion,0.1,O150 -> O300,ber,300,0.38666666666666666,0.38722222222222225,0.0005555555555555563,-0.005111111111111108,0.006222222222222223,False,10000,42
3k_haar_wavelet,diffusion,0.1,O150 -> O300,psnr_attack,300,25.924301986694335,24.617704168955484,-1.3065978177388509,-1.4567121521631876,-1.1671853807767232,True,10000,42
3k_haar_wavelet,diffusion,0.1,O150 -> O300,ssim_attack,300,0.7268717441956202,0.7095113907257716,-0.017360353469848634,-0.0197967802186807,-0.015106527119874955,True,10000,42
3k_haar_wavelet,diffusion,0.1,O150 -> O300,psnr_final,300,25.806188259124756,24.489564622243247,-1.3166236368815105,-1.4576203478177387,-1.1828887112935385,True,10000,42
3k_haar_wavelet,diffusion,0.1,O150 -> O300,ssim_final,300,0.7671819191177686,0.7478842447201411,-0.01929767439762751,-0.02174590282390515,-0.016962988297144575,True,10000,42
3k_haar_wavelet,diffusion,0.3,Random -> O150,ber,300,0.23755555555555555,0.1852222222222222,-0.05233333333333333,-0.060555555555555515,-0.0442222222222222,True,10000,42
3k_haar_wavelet,diffusion,0.3,Random -> O150,psnr_attack,300,25.10556941986084,32.35038688659668,7.24481746673584,7.0082614110310875,7.481137273788452,True,10000,42
3k_haar_wavelet,diffusion,0.3,Random -> O150,ssim_attack,300,0.7792833687861761,0.8955908268690109,0.11630745808283488,0.11009856190284092,0.12270642288029195,True,10000,42
3k_haar_wavelet,diffusion,0.3,Random -> O150,psnr_final,300,24.482131096522014,29.383410746256512,4.901279649734497,4.688458387295405,5.1139914955298105,True,10000,42
3k_haar_wavelet,diffusion,0.3,Random -> O150,ssim_final,300,0.7578239600857098,0.8959380646546682,0.13811410456895828,0.13161983504891395,0.14470907668521008,True,10000,42
3k_haar_wavelet,diffusion,0.3,Random -> O300,ber,300,0.23755555555555555,0.18955555555555556,-0.047999999999999994,-0.05611111111111107,-0.039888888888888877,True,10000,42
3k_haar_wavelet,diffusion,0.3,Random -> O300,psnr_attack,300,25.10556941986084,31.37749092102051,6.271921501159668,6.067149241765341,6.478754869302114,True,10000,42
3k_haar_wavelet,diffusion,0.3,Random -> O300,ssim_attack,300,0.7792833687861761,0.8868530768156052,0.10756970802942911,0.10099550411105156,0.11443557389080525,True,10000,42
3k_haar_wavelet,diffusion,0.3,Random -> O300,psnr_final,300,24.482131096522014,28.78786116917928,4.305730072657267,4.108965283075968,4.496904723485311,True,10000,42
3k_haar_wavelet,diffusion,0.3,Random -> O300,ssim_final,300,0.7578239600857098,0.8881026774644851,0.13027871737877528,0.12374903469532729,0.13695942494769892,True,10000,42
3k_haar_wavelet,diffusion,0.3,O150 -> O300,ber,300,0.1852222222222222,0.18955555555555556,0.004333333333333333,0.00044444444444444387,0.008113888888888851,True,10000,42
3k_haar_wavelet,diffusion,0.3,O150 -> O300,psnr_attack,300,32.35038688659668,31.37749092102051,-0.9728959655761719,-1.1289734710057577,-0.8266184673309326,True,10000,42
3k_haar_wavelet,diffusion,0.3,O150 -> O300,ssim_attack,300,0.8955908268690109,0.8868530768156052,-0.008737750053405761,-0.010275941709677378,-0.007307615081469218,True,10000,42
3k_haar_wavelet,diffusion,0.3,O150 -> O300,psnr_final,300,29.383410746256512,28.78786116917928,-0.5955495770772298,-0.6982218982378642,-0.5018720566431681,True,10000,42
3k_haar_wavelet,diffusion,0.3,O150 -> O300,ssim_final,300,0.8959380646546682,0.8881026774644851,-0.007835387190183004,-0.00922176102300485,-0.00653431260585785,True,10000,42
3k_haar_wavelet,mean,0.1,Random -> O150,ber,300,0.4498888888888889,0.4446666666666666,-0.005222222222222222,-0.015000000000000006,0.004555555555555556,False,10000,42
3k_haar_wavelet,mean,0.1,Random -> O150,psnr_attack,300,14.572373485565185,14.292093121210733,-0.28028036435445147,-0.3566803615093231,-0.20730857888857532,True,10000,42
3k_haar_wavelet,mean,0.1,Random -> O150,ssim_attack,300,0.26269168610374133,0.40548593615492184,0.14279425005118052,0.13467085251025854,0.15055955338664354,True,10000,42
3k_haar_wavelet,mean,0.1,Random -> O150,psnr_final,300,14.585329895019532,14.28455531915029,-0.30077457586924233,-0.3789479027589162,-0.22577299026648204,True,10000,42
3k_haar_wavelet,mean,0.1,Random -> O150,ssim_final,300,0.27949622181554634,0.43791135971744855,0.1584151379019022,0.14916761877387763,0.16702997824735938,True,10000,42
3k_haar_wavelet,mean,0.1,Random -> O300,ber,300,0.4498888888888889,0.4445555555555556,-0.005333333333333332,-0.014999999999999979,0.004222222222222225,False,10000,42
3k_haar_wavelet,mean,0.1,Random -> O300,psnr_attack,300,14.572373485565185,14.241666968663534,-0.33070651690165204,-0.41534627397855123,-0.25037353777885435,True,10000,42
3k_haar_wavelet,mean,0.1,Random -> O300,ssim_attack,300,0.26269168610374133,0.41180201187729837,0.14911032577355704,0.1409471759746472,0.1569615231839319,True,10000,42
3k_haar_wavelet,mean,0.1,Random -> O300,psnr_final,300,14.585329895019532,14.233768107096354,-0.3515617879231771,-0.4376205350557963,-0.2697469372749329,True,10000,42
3k_haar_wavelet,mean,0.1,Random -> O300,ssim_final,300,0.27949622181554634,0.4454224057495594,0.16592618393401304,0.1566566604661445,0.1745992912140985,True,10000,42
3k_haar_wavelet,mean,0.1,O150 -> O300,ber,300,0.4446666666666666,0.4445555555555556,-0.00011111111111111071,-0.0056666666666666645,0.005333333333333334,False,10000,42
3k_haar_wavelet,mean,0.1,O150 -> O300,psnr_attack,300,14.292093121210733,14.241666968663534,-0.05042615254720052,-0.0602590119043986,-0.04132158557573954,True,10000,42
3k_haar_wavelet,mean,0.1,O150 -> O300,ssim_attack,300,0.40548593615492184,0.41180201187729837,0.006316075722376506,0.005200169283896685,0.007549316520492236,True,10000,42
3k_haar_wavelet,mean,0.1,O150 -> O300,psnr_final,300,14.28455531915029,14.233768107096354,-0.05078721205393473,-0.060666727304458615,-0.041572209119796755,True,10000,42
3k_haar_wavelet,mean,0.1,O150 -> O300,ssim_final,300,0.43791135971744855,0.4454224057495594,0.00751104603211085,0.00628455126658082,0.008831165620436272,True,10000,42
3k_haar_wavelet,mean,0.3,Random -> O150,ber,300,0.37288888888888894,0.3295555555555556,-0.04333333333333333,-0.05322222222222219,-0.03322222222222222,True,10000,42
3k_haar_wavelet,mean,0.3,Random -> O150,psnr_attack,300,15.66484117825826,15.633991867701212,-0.030849310557047527,-0.10761871631940205,0.04492296298344929,False,10000,42
3k_haar_wavelet,mean,0.3,Random -> O150,ssim_attack,300,0.3321394566446543,0.47353754594922065,0.14139808930456638,0.13321213928423822,0.1493870326882849,True,10000,42
3k_haar_wavelet,mean,0.3,Random -> O150,psnr_final,300,15.625079584121703,15.568464733759562,-0.05661485036214193,-0.1340248181025187,0.019769421021143565,False,10000,42
3k_haar_wavelet,mean,0.3,Random -> O150,ssim_final,300,0.3270170718928178,0.48103463475902875,0.15401756286621093,0.14504629194053512,0.16278737723268566,True,10000,42
3k_haar_wavelet,mean,0.3,Random -> O300,ber,300,0.37288888888888894,0.32855555555555555,-0.04433333333333333,-0.05411111111111107,-0.034444444444444416,True,10000,42
3k_haar_wavelet,mean,0.3,Random -> O300,psnr_attack,300,15.66484117825826,15.617687730789184,-0.04715344746907552,-0.12571516084671022,0.02981680862108862,False,10000,42
3k_haar_wavelet,mean,0.3,Random -> O300,ssim_attack,300,0.3321394566446543,0.4785857360561689,0.1464462794115146,0.13797109171003102,0.15483324974030255,True,10000,42
3k_haar_wavelet,mean,0.3,Random -> O300,psnr_final,300,15.625079584121703,15.551841449737548,-0.07323813438415527,-0.15275412797927856,0.0048414303461710335,False,10000,42
3k_haar_wavelet,mean,0.3,Random -> O300,ssim_final,300,0.3270170718928178,0.48689892709255217,0.15988185519973436,0.15058753015473486,0.1689823808732132,True,10000,42
3k_haar_wavelet,mean,0.3,O150 -> O300,ber,300,0.3295555555555556,0.32855555555555555,-0.0010000000000000013,-0.00666666666666667,0.0046666666666666645,False,10000,42
3k_haar_wavelet,mean,0.3,O150 -> O300,psnr_attack,300,15.633991867701212,15.617687730789184,-0.016304136912027995,-0.019912380615870157,-0.012978410005569459,True,10000,42
3k_haar_wavelet,mean,0.3,O150 -> O300,ssim_attack,300,0.47353754594922065,0.4785857360561689,0.005048190106948217,0.004022823403278987,0.006181244237969317,True,10000,42
3k_haar_wavelet,mean,0.3,O150 -> O300,psnr_final,300,15.568464733759562,15.551841449737548,-0.016623284022013348,-0.02025475764274597,-0.013261733293533326,True,10000,42
3k_haar_wavelet,mean,0.3,O150 -> O300,ssim_final,300,0.48103463475902875,0.48689892709255217,0.005864292333523432,0.004774218864738941,0.007053571651379267,True,10000,42
3k_haar_wavelet,telea,0.1,Random -> O150,ber,300,0.42844444444444435,0.3963333333333333,-0.03211111111111111,-0.04099999999999999,-0.0235527777777778,True,10000,42
3k_haar_wavelet,telea,0.1,Random -> O150,psnr_attack,300,21.272211755116782,22.788090782165526,1.5158790270487468,1.4028352914651234,1.6367235647042593,True,10000,42
3k_haar_wavelet,telea,0.1,Random -> O150,ssim_attack,300,0.5673435398936272,0.6403993474443753,0.07305580755074818,0.06794575328876575,0.07839374593148629,True,10000,42
3k_haar_wavelet,telea,0.1,Random -> O150,psnr_final,300,21.362344268163046,22.76288020769755,1.4005359395345052,1.2898496861457824,1.5167981393337249,True,10000,42
3k_haar_wavelet,telea,0.1,Random -> O150,ssim_final,300,0.58908582786719,0.6658437137802442,0.07675788591305414,0.07139489562064409,0.08234860612203677,True,10000,42
3k_haar_wavelet,telea,0.1,Random -> O300,ber,300,0.42844444444444435,0.39644444444444443,-0.032,-0.040666666666666657,-0.02322222222222222,True,10000,42
3k_haar_wavelet,telea,0.1,Random -> O300,psnr_attack,300,21.272211755116782,22.82355588912964,1.551344134012858,1.4398554550011953,1.6678807860215505,True,10000,42
3k_haar_wavelet,telea,0.1,Random -> O300,ssim_attack,300,0.5673435398936272,0.6412227406104406,0.0738792007168134,0.0687220721716682,0.07924375573794047,True,10000,42
3k_haar_wavelet,telea,0.1,Random -> O300,psnr_final,300,21.362344268163046,22.772212867736815,1.4098685995737712,1.3016194321314494,1.5231385281880696,True,10000,42
3k_haar_wavelet,telea,0.1,Random -> O300,ssim_final,300,0.58908582786719,0.6673606305321058,0.07827480266491572,0.07294427877416214,0.08386398571978013,True,10000,42
3k_haar_wavelet,telea,0.1,O150 -> O300,ber,300,0.3963333333333333,0.39644444444444443,0.0001111111111111109,-0.006222222222222222,0.006444444444444445,False,10000,42
3k_haar_wavelet,telea,0.1,O150 -> O300,psnr_attack,300,22.788090782165526,22.82355588912964,0.03546510696411133,0.01171263591448466,0.05933345071474711,True,10000,42
3k_haar_wavelet,telea,0.1,O150 -> O300,ssim_attack,300,0.6403993474443753,0.6412227406104406,0.0008233931660652161,-1.3977048297723112e-05,0.0016916961471239722,False,10000,42
3k_haar_wavelet,telea,0.1,O150 -> O300,psnr_final,300,22.76288020769755,22.772212867736815,0.009332660039265951,-0.01821100370089213,0.036628846963246656,False,10000,42
3k_haar_wavelet,telea,0.1,O150 -> O300,ssim_final,300,0.6658437137802442,0.6673606305321058,0.0015169167518615722,0.0006155084297060966,0.002449988859395186,True,10000,42
3k_haar_wavelet,telea,0.3,Random -> O150,ber,300,0.27877777777777774,0.21688888888888888,-0.061888888888888875,-0.07088888888888886,-0.05266666666666661,True,10000,42
3k_haar_wavelet,telea,0.3,Random -> O150,psnr_attack,300,23.688877442677814,28.397950134277345,4.709072691599528,4.508179592768351,4.912055124918619,True,10000,42
3k_haar_wavelet,telea,0.3,Random -> O150,ssim_attack,300,0.7198773228128751,0.8336932614445687,0.11381593863169352,0.1086016328384479,0.11917964983483156,True,10000,42
3k_haar_wavelet,telea,0.3,Random -> O150,psnr_final,300,23.440858449935913,27.139781424204507,3.698922974268595,3.5402799538771315,3.858244525909424,True,10000,42
3k_haar_wavelet,telea,0.3,Random -> O150,ssim_final,300,0.7121511030197144,0.8388876940806707,0.12673659106095633,0.12121338729808728,0.13234984342753886,True,10000,42
3k_haar_wavelet,telea,0.3,Random -> O300,ber,300,0.27877777777777774,0.21655555555555556,-0.062222222222222213,-0.07111111111111108,-0.05321944444444442,True,10000,42
3k_haar_wavelet,telea,0.3,Random -> O300,psnr_attack,300,23.688877442677814,28.341211382548014,4.652333939870198,4.45092576789856,4.854657458146414,True,10000,42
3k_haar_wavelet,telea,0.3,Random -> O300,ssim_attack,300,0.7198773228128751,0.8323995673656464,0.11252224455277125,0.10723436425874631,0.11797362238417068,True,10000,42
3k_haar_wavelet,telea,0.3,Random -> O300,psnr_final,300,23.440858449935913,27.093300139109292,3.6524416891733806,3.4953246796131134,3.8103685204188027,True,10000,42
3k_haar_wavelet,telea,0.3,Random -> O300,ssim_final,300,0.7121511030197144,0.8383184284965197,0.12616732547680537,0.12061834246168533,0.13177723617851733,True,10000,42
